170 64 74 32
4 95 0.98 191 1
4 96 -0.18 192 1
4 97 0.94 193 1
4 98 0.46 194 1
4 99 0.66 195 1
4 100 0.78 196 1
4 101 0.26 197 1
4 102 -0.3 198 1
4 103 0.8 199 1
5 64 -0.16 200 1
5 65 0.38 201 1
5 66 0.02 202 1
5 67 -0.62 203 1
5 68 0.64 204 1
5 69 0.28 205 1
5 70 -0.96 206 1
5 71 0.58 207 1
5 72 -0.56 208 1
5 73 0.44 209 1
5 74 -0.88 210 1
5 75 0.1 211 1
5 76 -0.94 212 1
5 77 0.28 213 1
5 78 0.22 214 1
5 79 0.16 215 1
5 80 0.1 216 1
5 81 -0.32 217 1
5 82 0.96 218 1
5 83 -0.1 219 1
5 84 0.86 220 1
5 85 0.18 221 1
5 86 -0.42 222 1
5 87 0.56 223 1
5 88 0.02 224 1
5 89 0.16 225 1
5 90 0.72 226 1
5 91 0.84 227 1
5 92 0.96 228 1
5 93 0.32 229 1
5 94 0.24 230 1
5 95 -0.0600000000000001 231 1
5 96 -0.48 232 1
5 97 0.72 233 1
5 98 -0.26 234 1
5 99 0.18 235 1
5 100 -0.88 236 1
5 101 -0.9 237 1
5 102 0.0 238 1
5 103 -0.72 239 1
6 64 0.74 240 1
6 65 -0.26 241 1
6 66 0.88 242 1
6 67 -0.5 243 1
6 68 0.58 244 1
6 69 -0.4 245 1
6 70 -0.64 246 1
6 71 0.92 247 1
6 72 0.32 248 1
6 73 0.18 249 1
6 74 -0.32 250 1
6 75 0.28 251 1
6 76 0.0 252 1
6 77 -0.52 253 1
6 78 -0.48 254 1
6 79 -0.56 255 1
6 80 0.12 256 1
6 81 -0.7 257 1
6 82 -0.4 258 1
6 83 -0.44 259 1
6 84 0.32 260 1
6 85 0.82 261 1
6 86 -0.48 262 1
6 87 0.48 263 1
6 88 0.54 264 1
6 89 -0.24 265 1
6 90 -0.24 266 1
6 91 0.5 267 1
6 92 0.42 268 1
6 93 -0.84 269 1
6 94 -0.9 270 1
6 95 -0.34 271 1
6 96 -0.98 272 1
6 97 -0.34 273 1
6 98 0.16 274 1
6 99 -0.94 275 1
6 100 -0.84 276 1
6 101 0.28 277 1
6 102 -0.52 278 1
6 103 -0.5 279 1
7 64 0.22 280 1
7 65 0.82 281 1
7 66 -0.92 282 1
7 67 -0.1 283 1
7 68 0.0 284 1
7 69 -0.62 285 1
7 70 -0.62 286 1
7 71 0.34 287 1
7 72 0.82 288 1
7 73 -0.24 289 1
7 74 0.92 290 1
7 75 -0.74 291 1
7 76 -0.82 292 1
7 77 0.98 293 1
7 78 -0.28 294 1
7 79 -0.24 295 1
7 80 0.28 296 1
7 81 -0.1 297 1
7 82 0.38 298 1
7 83 -0.82 299 1
7 84 0.16 300 1
7 85 0.76 301 1
7 86 0.34 302 1
7 87 0.88 303 1
7 88 0.04 304 1
7 89 0.28 305 1
7 90 0.26 306 1
7 91 -0.6 307 1
7 92 0.26 308 1
7 93 0.76 309 1
7 94 0.3 310 1
7 95 -0.66 311 1
7 96 -0.38 312 1
7 97 -0.28 313 1
7 98 -0.02 314 1
7 99 0.28 315 1
7 100 0.6 316 1
7 101 -0.42 317 1
7 102 -0.48 318 1
7 103 -0.92 319 1
8 64 0.7 320 1
8 65 -0.46 321 1
8 66 0.18 322 1
8 67 0.68 323 1
8 68 -0.76 324 1
8 69 0.18 325 1
8 70 0.28 326 1
8 71 0.0800000000000001 327 1
8 72 -0.16 328 1
8 73 0.3 329 1
8 74 0.0600000000000001 330 1
8 75 0.76 331 1
8 76 0.52 332 1
8 77 0.6 333 1
8 78 -0.28 334 1
8 79 -0.48 335 1
8 80 -0.24 336 1
8 81 -0.94 337 1
8 82 -0.7 338 1
8 83 -0.7 339 1
8 84 -0.12 340 1
8 85 -0.8 341 1
8 86 0.8 342 1
8 87 0.02 343 1
8 88 -0.86 344 1
8 89 -0.98 345 1
8 90 0.78 346 1
8 91 0.46 347 1
8 92 0.86 348 1
8 93 -0.66 349 1
8 94 0.0600000000000001 350 1
8 95 -0.08 351 1
8 96 0.5 352 1
8 97 -0.3 353 1
8 98 -0.86 354 1
8 99 -0.7 355 1
8 100 -0.82 356 1
8 101 0.28 357 1
8 102 -1.0 358 1
8 103 -0.2 359 1
9 64 -0.22 360 1
9 65 -0.74 361 1
9 66 0.62 362 1
9 67 0.66 363 1
9 68 0.48 364 1
9 69 0.42 365 1
9 70 0.42 366 1
9 71 0.02 367 1
9 72 -0.54 368 1
9 73 0.5 369 1
9 74 0.68 370 1
9 75 -0.52 371 1
9 76 -0.9 372 1
9 77 -0.82 373 1
9 78 0.04 374 1
9 79 -0.2 375 1
9 80 -0.5 376 1
9 81 0.52 377 1
9 82 -0.26 378 1
9 83 -0.54 379 1
9 84 0.88 380 1
9 85 0.12 381 1
9 86 0.86 382 1
9 87 0.7 383 1
9 88 0.74 384 1
9 89 -0.6 385 1
9 90 -0.28 386 1
9 91 0.6 387 1
9 92 0.14 388 1
9 93 -0.62 389 1
9 94 0.62 390 1
9 95 -0.62 391 1
9 96 -0.3 392 1
9 97 -0.92 393 1
9 98 0.58 394 1
9 99 0.38 395 1
9 100 -0.86 396 1
9 101 0.46 397 1
9 102 0.92 398 1
9 103 0.42 399 1
10 64 0.78 400 1
10 65 0.42 401 1
10 66 0.92 402 1
10 67 -0.52 403 1
10 68 0.74 404 1
10 69 0.66 405 1
10 70 -0.1 406 1
10 71 0.04 407 1
10 72 -0.28 408 1
10 73 -0.9 409 1
10 74 0.14 410 1
10 75 0.76 411 1
10 76 -0.52 412 1
10 77 -0.54 413 1
10 78 -0.84 414 1
10 79 0.0800000000000001 415 1
10 80 0.92 416 1
10 81 0.26 417 1
10 82 0.04 418 1
10 83 -0.4 419 1
10 84 -0.88 420 1
10 85 -0.02 421 1
10 86 -0.82 422 1
10 87 0.42 423 1
10 88 -0.24 424 1
10 89 -0.2 425 1
10 90 0.7 426 1
10 91 -0.34 427 1
10 92 0.44 428 1
10 93 -0.2 429 1
10 94 0.94 430 1
10 95 -0.8 431 1
10 96 -0.7 432 1
10 97 0.1 433 1
10 98 0.82 434 1
10 99 0.24 435 1
10 100 -0.72 436 1
10 101 0.04 437 1
10 102 0.2 438 1
10 103 -0.44 439 1
11 64 -0.46 440 1
11 65 -0.74 441 1
11 66 -0.68 442 1
11 67 0.96 443 1
11 68 -0.5 444 1
11 69 0.52 445 1
11 70 0.44 446 1
11 71 0.78 447 1
11 72 -0.64 448 1
11 73 -0.72 449 1
11 74 -0.32 450 1
11 75 0.0800000000000001 451 1
11 76 -0.82 452 1
11 77 -0.52 453 1
11 78 0.84 454 1
11 79 -0.6 455 1
11 80 -1.0 456 1
11 81 -0.44 457 1
11 82 0.5 458 1
11 83 0.12 459 1
11 84 0.5 460 1
11 85 0.26 461 1
11 86 0.86 462 1
11 87 -0.98 463 1
11 88 -0.56 464 1
11 89 -0.26 465 1
11 90 0.84 466 1
11 91 0.84 467 1
11 92 -0.78 468 1
11 93 -0.78 469 1
11 94 -0.52 470 1
11 95 0.16 471 1
11 96 -0.48 472 1
11 97 -0.62 473 1
11 98 0.9 474 1
11 99 0.64 475 1
11 100 0.12 476 1
11 101 -0.94 477 1
11 102 -0.62 478 1
11 103 -0.08 479 1
12 64 0.1 480 1
12 65 -0.48 481 1
12 66 -0.84 482 1
12 67 -0.62 483 1
12 68 0.84 484 1
12 69 -0.94 485 1
12 70 0.92 486 1
12 71 0.8 487 1
12 72 0.0 488 1
12 73 0.16 489 1
12 74 -0.2 490 1
12 75 -0.92 491 1
12 76 -0.02 492 1
12 77 -0.56 493 1
12 78 0.76 494 1
12 79 -0.22 495 1
12 80 -0.66 496 1
12 81 0.64 497 1
12 82 -0.36 498 1
12 83 0.94 499 1
12 84 -0.82 500 1
12 85 0.02 501 1
12 86 -0.58 502 1
12 87 -0.44 503 1
12 88 -0.42 504 1
12 89 0.9 505 1
12 90 -0.9 506 1
12 91 0.82 507 1
12 92 0.54 508 1
12 93 -0.04 509 1
12 94 -0.18 510 1
12 95 0.0800000000000001 511 1
12 96 -0.84 512 1
12 97 0.7 513 1
12 98 0.78 514 1
12 99 0.9 515 1
12 100 -0.28 516 1
12 101 -0.6 517 1
12 102 0.82 518 1
12 103 0.78 519 1
13 64 -0.6 520 1
13 65 0.28 521 1
13 66 -1.0 522 1
13 67 0.3 523 1
13 68 0.92 524 1
13 69 0.84 525 1
13 70 0.24 526 1
13 71 0.96 527 1
13 72 -0.72 528 1
13 73 -0.8 529 1
13 74 -0.0600000000000001 530 1
13 75 0.22 531 1
13 76 0.0600000000000001 532 1
13 77 -0.94 533 1
13 78 -0.28 534 1
13 79 0.28 535 1
13 80 0.26 536 1
13 81 0.28 537 1
13 82 0.3 538 1
13 83 -0.1 539 1
13 84 -0.24 540 1
13 85 0.3 541 1
13 86 0.92 542 1
13 87 -0.58 543 1
13 88 -0.8 544 1
13 89 -0.04 545 1
13 90 -0.8 546 1
13 91 0.86 547 1
13 92 0.82 548 1
13 93 0.42 549 1
13 94 -0.08 550 1
13 95 -0.86 551 1
13 96 -0.54 552 1
13 97 -0.72 553 1
13 98 0.64 554 1
13 99 0.66 555 1
13 100 0.3 556 1
13 101 -0.18 557 1
13 102 0.86 558 1
13 103 -0.56 559 1
14 64 -0.72 560 1
14 65 -0.1 561 1
14 66 0.26 562 1
14 67 -0.78 563 1
14 68 0.6 564 1
14 69 -0.96 565 1
14 70 -0.36 566 1
14 71 -0.64 567 1
14 72 -0.5 568 1
14 73 0.82 569 1
14 74 0.64 570 1
14 75 -0.74 571 1
14 76 0.56 572 1
14 77 0.28 573 1
14 78 -0.02 574 1
14 79 -0.4 575 1
14 80 -0.48 576 1
14 81 -0.96 577 1
14 82 -0.7 578 1
14 83 -0.9 579 1
14 84 -0.7 580 1
14 85 -0.14 581 1
14 86 0.04 582 1
14 87 0.4 583 1
14 88 -0.22 584 1
14 89 0.72 585 1
14 90 -0.42 586 1
14 91 -0.74 587 1
14 92 -0.38 588 1
14 93 -0.24 589 1
14 94 0.5 590 1
14 95 -0.68 591 1
14 96 0.5 592 1
14 97 0.92 593 1
14 98 -0.3 594 1
14 99 -0.44 595 1
14 100 0.54 596 1
14 101 -0.3 597 1
14 102 -0.32 598 1
14 103 0.54 599 1
15 64 0.2 600 1
15 65 0.86 601 1
15 66 -0.9 602 1
15 67 -0.68 603 1
15 68 -0.46 604 1
15 69 0.1 605 1
15 70 0.4 606 1
15 71 0.66 607 1
15 72 0.78 608 1
15 73 -0.44 609 1
15 74 0.18 610 1
15 75 -0.78 611 1
15 76 -0.24 612 1
15 77 0.46 613 1
15 78 0.48 614 1
15 79 0.0 615 1
15 80 0.86 616 1
15 81 -0.26 617 1
15 82 0.86 618 1
15 83 -0.98 619 1
15 84 -0.44 620 1
15 85 0.66 621 1
15 86 -0.54 622 1
15 87 0.48 623 1
15 88 -0.74 624 1
15 89 -0.2 625 1
15 90 0.58 626 1
15 91 0.86 627 1
15 92 0.24 628 1
15 93 0.02 629 1
15 94 0.28 630 1
15 95 -0.76 631 1
15 96 0.98 632 1
15 97 -0.78 633 1
15 98 0.3 634 1
15 99 0.6 635 1
15 100 0.54 636 1
15 101 0.26 637 1
15 102 -0.76 638 1
15 103 -0.82 639 1
16 64 0.42 640 1
16 65 -0.02 641 1
16 66 -0.18 642 1
16 67 0.32 643 1
16 68 -0.24 644 1
16 69 -0.98 645 1
16 70 0.0800000000000001 646 1
16 71 -0.94 647 1
16 72 0.28 648 1
16 73 0.44 649 1
16 74 -0.74 650 1
16 75 -0.94 651 1
16 76 0.66 652 1
16 77 0.48 653 1
16 78 0.46 654 1
16 79 -0.26 655 1
16 80 -0.68 656 1
16 81 -0.02 657 1
16 82 -0.66 658 1
16 83 -0.98 659 1
16 84 0.32 660 1
16 85 -0.92 661 1
16 86 -0.82 662 1
16 87 -0.74 663 1
16 88 -0.32 664 1
16 89 0.18 665 1
16 90 -0.7 666 1
16 91 0.0600000000000001 667 1
16 92 0.58 668 1
16 93 0.98 669 1
16 94 0.76 670 1
16 95 -0.38 671 1
16 96 -0.54 672 1
16 97 -0.52 673 1
16 98 -0.32 674 1
16 99 -0.86 675 1
16 100 0.0600000000000001 676 1
16 101 -0.44 677 1
16 102 -0.78 678 1
16 103 -0.9 679 1
17 64 0.1 680 1
17 65 -0.68 681 1
17 66 0.92 682 1
17 67 0.48 683 1
17 68 -0.5 684 1
17 69 -0.08 685 1
17 70 0.64 686 1
17 71 -0.66 687 1
17 72 -0.32 688 1
17 73 0.8 689 1
17 74 -0.32 690 1
17 75 -0.44 691 1
17 76 0.68 692 1
17 77 0.7 693 1
17 78 0.44 694 1
17 79 0.6 695 1
17 80 0.18 696 1
17 81 -0.78 697 1
17 82 0.14 698 1
17 83 0.28 699 1
17 84 0.88 700 1
17 85 0.24 701 1
17 86 0.32 702 1
17 87 -0.28 703 1
17 88 -0.84 704 1
17 89 -0.54 705 1
17 90 -0.68 706 1
17 91 -0.42 707 1
17 92 0.56 708 1
17 93 -0.84 709 1
17 94 0.52 710 1
17 95 -0.48 711 1
17 96 -0.86 712 1
17 97 0.96 713 1
17 98 -0.12 714 1
17 99 -0.8 715 1
17 100 -0.5 716 1
17 101 -0.88 717 1
17 102 -0.66 718 1
17 103 -1.0 719 1
18 64 -0.34 720 1
18 65 -0.64 721 1
18 66 0.48 722 1
18 67 0.16 723 1
18 68 0.8 724 1
18 69 -0.22 725 1
18 70 0.84 726 1
18 71 -0.46 727 1
18 72 -0.44 728 1
18 73 0.5 729 1
18 74 -0.26 730 1
18 75 -0.24 731 1
18 76 -0.72 732 1
18 77 -0.62 733 1
18 78 -0.5 734 1
18 79 0.32 735 1
18 80 0.62 736 1
18 81 0.84 737 1
18 82 -0.42 738 1
18 83 -0.52 739 1
18 84 0.8 740 1
18 85 -0.4 741 1
18 86 0.72 742 1
18 87 0.0 743 1
18 88 0.88 744 1
18 89 0.62 745 1
18 90 -0.8 746 1
18 91 0.86 747 1
18 92 -0.14 748 1
18 93 0.88 749 1
18 94 0.62 750 1
18 95 -0.92 751 1
18 96 0.54 752 1
18 97 0.12 753 1
18 98 -0.28 754 1
18 99 -0.28 755 1
18 100 -0.86 756 1
18 101 -0.82 757 1
18 102 -0.96 758 1
18 103 -0.46 759 1
19 64 -0.96 760 1
19 65 0.54 761 1
19 66 0.32 762 1
19 67 0.74 763 1
19 68 -0.0600000000000001 764 1
19 69 0.84 765 1
19 70 0.94 766 1
19 71 0.5 767 1
19 72 0.2 768 1
19 73 -0.86 769 1
19 74 -0.92 770 1
19 75 0.94 771 1
19 76 0.72 772 1
19 77 0.56 773 1
19 78 -0.44 774 1
19 79 -0.78 775 1
19 80 0.34 776 1
19 81 -0.18 777 1
19 82 0.6 778 1
19 83 0.28 779 1
19 84 0.44 780 1
19 85 0.6 781 1
19 86 0.7 782 1
19 87 0.8 783 1
19 88 -0.94 784 1
19 89 -0.82 785 1
19 90 -0.8 786 1
19 91 0.62 787 1
19 92 -0.76 788 1
19 93 -0.52 789 1
19 94 0.34 790 1
19 95 -0.46 791 1
19 96 0.36 792 1
19 97 -0.08 793 1
19 98 0.5 794 1
19 99 0.94 795 1
19 100 -0.56 796 1
19 101 0.02 797 1
19 102 -0.42 798 1
19 103 0.96 799 1
20 64 0.5 800 1
20 65 -0.34 801 1
20 66 -0.46 802 1
20 67 -0.08 803 1
20 68 0.4 804 1
20 69 -0.32 805 1
20 70 -0.04 806 1
20 71 -0.88 807 1
20 72 -0.08 808 1
20 73 0.5 809 1
20 74 -0.46 810 1
20 75 -0.24 811 1
20 76 0.82 812 1
20 77 0.32 813 1
20 78 -0.74 814 1
20 79 -0.32 815 1
20 80 0.44 816 1
20 81 0.74 817 1
20 82 -0.88 818 1
20 83 -0.58 819 1
20 84 0.22 820 1
20 85 -0.6 821 1
20 86 0.66 822 1
20 87 -0.52 823 1
20 88 0.62 824 1
20 89 0.66 825 1
20 90 0.48 826 1
20 91 0.48 827 1
20 92 0.3 828 1
20 93 -0.52 829 1
20 94 0.9 830 1
20 95 0.22 831 1
20 96 0.78 832 1
20 97 -0.86 833 1
20 98 0.94 834 1
20 99 -0.36 835 1
20 100 -0.78 836 1
20 101 0.32 837 1
20 102 -0.18 838 1
20 103 -0.04 839 1
21 64 -0.36 840 1
21 65 0.54 841 1
21 66 0.48 842 1
21 67 0.4 843 1
21 68 -0.6 844 1
21 69 -0.44 845 1
21 70 0.96 846 1
21 71 -0.08 847 1
21 72 0.3 848 1
21 73 0.42 849 1
21 74 -0.76 850 1
21 75 -0.54 851 1
21 76 0.56 852 1
21 77 -0.2 853 1
21 78 0.42 854 1
21 79 -0.34 855 1
21 80 0.1 856 1
21 81 0.54 857 1
21 82 -0.62 858 1
21 83 0.3 859 1
21 84 0.0800000000000001 860 1
21 85 0.5 861 1
21 86 -0.46 862 1
21 87 0.96 863 1
21 88 0.96 864 1
21 89 -0.94 865 1
21 90 -0.68 866 1
21 91 -0.0600000000000001 867 1
21 92 -0.14 868 1
21 93 -0.86 869 1
21 94 0.9 870 1
21 95 -0.28 871 1
21 96 -0.52 872 1
21 97 0.2 873 1
21 98 -0.0600000000000001 874 1
21 99 -0.04 875 1
21 100 0.24 876 1
21 101 0.02 877 1
21 102 -0.36 878 1
21 103 -0.56 879 1
22 64 0.4 880 1
22 65 -0.66 881 1
22 66 0.74 882 1
22 67 0.32 883 1
22 68 0.64 884 1
22 69 0.66 885 1
22 70 0.02 886 1
22 71 0.68 887 1
22 72 -0.82 888 1
22 73 0.04 889 1
22 74 -0.22 890 1
22 75 0.24 891 1
22 76 0.26 892 1
22 77 0.44 893 1
22 78 0.2 894 1
22 79 -0.8 895 1
22 80 -0.68 896 1
22 81 -0.64 897 1
22 82 0.7 898 1
22 83 0.2 899 1
22 84 -0.22 900 1
22 85 -0.8 901 1
22 86 0.2 902 1
22 87 0.12 903 1
22 88 -0.18 904 1
22 89 0.28 905 1
22 90 0.48 906 1
22 91 0.42 907 1
22 92 -0.68 908 1
22 93 0.3 909 1
22 94 -0.92 910 1
22 95 -0.44 911 1
22 96 -0.9 912 1
22 97 -0.58 913 1
22 98 -0.68 914 1
22 99 0.68 915 1
22 100 -0.12 916 1
22 101 0.62 917 1
22 102 0.0 918 1
22 103 0.9 919 1
23 64 -0.04 920 1
23 65 0.2 921 1
23 66 -0.02 922 1
23 67 -0.02 923 1
23 68 0.0 924 1
23 69 0.84 925 1
23 70 0.2 926 1
23 71 0.6 927 1
23 72 0.7 928 1
23 73 0.22 929 1
23 74 0.98 930 1
23 75 0.88 931 1
23 76 0.0600000000000001 932 1
23 77 0.16 933 1
23 78 0.64 934 1
23 79 0.02 935 1
23 80 0.54 936 1
23 81 -0.6 937 1
23 82 -0.4 938 1
23 83 -0.74 939 1
23 84 -0.38 940 1
23 85 -0.0600000000000001 941 1
23 86 0.78 942 1
23 87 -0.0600000000000001 943 1
23 88 -0.82 944 1
23 89 -0.54 945 1
23 90 0.62 946 1
23 91 -0.48 947 1
23 92 -0.58 948 1
23 93 0.28 949 1
23 94 -0.66 950 1
23 95 -0.08 951 1
23 96 -0.24 952 1
23 97 0.16 953 1
23 98 0.34 954 1
23 99 -0.16 955 1
23 100 -0.14 956 1
23 101 0.88 957 1
23 102 -0.72 958 1
23 103 -0.36 959 1
24 64 -0.92 960 1
24 65 0.04 961 1
24 66 0.82 962 1
24 67 -0.94 963 1
24 68 0.12 964 1
24 69 -0.52 965 1
24 70 -0.46 966 1
24 71 -0.86 967 1
24 72 0.52 968 1
24 73 -0.56 969 1
24 74 -0.52 970 1
24 75 0.64 971 1
24 76 0.86 972 1
24 77 -0.5 973 1
24 78 -0.58 974 1
24 79 -0.22 975 1
24 80 0.52 976 1
24 81 0.2 977 1
24 82 0.72 978 1
24 83 -0.32 979 1
24 84 0.32 980 1
24 85 -0.12 981 1
24 86 -0.6 982 1
24 87 0.34 983 1
24 88 0.88 984 1
24 89 0.68 985 1
24 90 -0.02 986 1
24 91 -0.24 987 1
24 92 0.0 988 1
24 93 0.4 989 1
24 94 0.94 990 1
24 95 -0.22 991 1
24 96 -0.58 992 1
24 97 -0.54 993 1
24 98 -0.92 994 1
24 99 0.64 995 1
24 100 -0.1 996 1
24 101 0.24 997 1
24 102 0.88 998 1
24 103 -0.48 999 1
25 64 -0.34 1000 1
25 65 -0.44 1001 1
25 66 0.2 1002 1
25 67 -0.16 1003 1
25 68 -0.08 1004 1
25 69 -0.12 1005 1
25 70 -0.78 1006 1
25 71 -0.62 1007 1
25 72 0.16 1008 1
25 73 -0.3 1009 1
25 74 -0.9 1010 1
25 75 -0.24 1011 1
25 76 -0.24 1012 1
25 77 0.86 1013 1
25 78 0.42 1014 1
25 79 0.86 1015 1
25 80 -0.1 1016 1
25 81 0.3 1017 1
25 82 0.92 1018 1
25 83 -0.18 1019 1
25 84 -0.62 1020 1
25 85 -0.62 1021 1
25 86 -0.34 1022 1
25 87 -0.84 1023 1
25 88 -0.08 1024 1
25 89 0.36 1025 1
25 90 -0.36 1026 1
25 91 0.2 1027 1
25 92 0.32 1028 1
25 93 0.24 1029 1
25 94 0.16 1030 1
25 95 0.86 1031 1
25 96 0.64 1032 1
25 97 -0.84 1033 1
25 98 -0.4 1034 1
25 99 -0.28 1035 1
25 100 -0.64 1036 1
25 101 0.22 1037 1
25 102 0.82 1038 1
25 103 0.36 1039 1
26 64 -0.1 1040 1
26 65 0.86 1041 1
26 66 -0.94 1042 1
26 67 -0.82 1043 1
26 68 -0.22 1044 1
26 69 0.34 1045 1
26 70 0.6 1046 1
26 71 0.58 1047 1
26 72 0.32 1048 1
26 73 0.12 1049 1
26 74 0.54 1050 1
26 75 -0.16 1051 1
26 76 -0.76 1052 1
26 77 0.92 1053 1
26 78 -0.66 1054 1
26 79 -0.5 1055 1
26 80 -0.5 1056 1
26 81 -0.42 1057 1
26 82 0.9 1058 1
26 83 -0.92 1059 1
26 84 -0.52 1060 1
26 85 0.88 1061 1
26 86 0.92 1062 1
26 87 -0.02 1063 1
26 88 -0.78 1064 1
26 89 -0.82 1065 1
26 90 0.9 1066 1
26 91 0.32 1067 1
26 92 0.82 1068 1
26 93 0.26 1069 1
26 94 0.18 1070 1
26 95 0.38 1071 1
26 96 0.48 1072 1
26 97 -0.48 1073 1
26 98 -0.26 1074 1
26 99 -0.88 1075 1
26 100 0.34 1076 1
26 101 0.12 1077 1
26 102 0.62 1078 1
26 103 -0.9 1079 1
27 64 -0.64 1080 1
27 65 0.3 1081 1
27 66 -0.58 1082 1
27 67 -0.98 1083 1
27 68 0.48 1084 1
27 69 -0.5 1085 1
27 70 0.68 1086 1
27 71 -0.22 1087 1
27 72 -0.54 1088 1
27 73 0.96 1089 1
27 74 -0.04 1090 1
27 75 -0.4 1091 1
27 76 -0.84 1092 1
27 77 -0.22 1093 1
27 78 -0.58 1094 1
27 79 0.8 1095 1
27 80 0.88 1096 1
27 81 0.12 1097 1
27 82 0.46 1098 1
27 83 -0.96 1099 1
